show_id,type,title,director,cast,country,date_added,release year,rating,duration,listed_in,description
s0944,TV Show,Sample Title 944,Director Z,"Actor d, Actor V, Actor e, Actor s",France,"May 12, 2014",1936.0,G,4 Seasons,"Fantasy, Animation, Romance",Sample Title 944 is a surprising tale about courage.
s0945,Movie,Sample Title 945,,"Actor Y, Actor q",,"December 27, 2023",1961.0,TV-14,,"Family, Fantasy",
,Movie,Sample Title 946,Director Z,"Actor n, Actor J, Actor X, Actor w",United States,"August 16, 2020",1951.0,PG-13,141 min,Horror,Sample Title 946 is a funny exploration about mystery.
s0947,Movie,Sample Title 947,Director K,"Actor U, Actor g, Actor y, Actor c, Actor M",Canada,"May 28, 2023",1997.0,TV-14,97 min,"Drama, Romance, Sci-Fi",Sample Title 947 is a surprising journey about betrayal.
s0948,TV Show,Sample Title 948,Director [,"Actor T, Actor Q",Canada,"March 26, 2013",1957.0,TV-MA,1 Seasons,"Crime, Documentary, Comedy",Sample Title 948 is a funny exploration about family.
s0949,TV Show,Sample Title 949,Director U,"Actor d, Actor K, Actor g, Actor ], Actor q",,,1955.0,NR,,Animation,
s0950,Movie,Sample Title 950,Director A,"Actor D, Actor x",France,"May 24, 2022",1981.0,G,78 min,"Animation, Documentary",Sample Title 950 is a dramatic story about adventure.
s0951,Movie,Sample Title 951,,"Actor h, Actor v, Actor q, Actor C",Australia,"April 08, 2017",1992.0,TV-MA,173 min,"Drama, Action, Family",Sample Title 951 is a gripping story about betrayal.
s0952,Movie,Sample Title 952,Director W,"Actor F, Actor q, Actor X",,"August 02, 2017",1930.0,,,Family,Sample Title 952 is a thrilling story about mystery.
s0953,Movie,Sample Title 953,Director W,"Actor d, Actor u, Actor F",Canada,"January 23, 2020",1940.0,TV-14,157 min,"Romance, Animation",Sample Title 953 is a gripping story about friendship.
s0954,TV Show,Sample Title 954,,,Canada,"June 04, 2013",1937.0,G,6 Seasons,"Crime, Animation",Sample Title 954 is a thrilling story about mystery.
s0955,TV Show,Sample Title 955,Director V,"Actor d, Actor E, Actor C, Actor M, Actor f",United States,"September 07, 2014",1949.0,NR,1 Seasons,"Animation, Comedy",Sample Title 955 is a dramatic journey about mystery.
s0956,TV Show,Sample Title 956,Director G,"Actor c, Actor A, Actor {",,"April 24, 2016",1954.0,G,7 Seasons,Romance,Sample Title 956 is a surprising journey about love.
s0957,Movie,Sample Title 957,Director M,"Actor j, Actor S",Japan,"August 25, 2010",1977.0,R,86 min,Comedy,Sample Title 957 is a gripping exploration about family.
,Movie,Sample Title 958,Director G,"Actor q, Actor e, Actor p",,"October 22, 2014",1995.0,,106 min,"Drama, Crime",Sample Title 958 is a moving tale about mystery.
s0959,,Sample Title 959,Director G,"Actor T, Actor A",Canada,"January 22, 2014",1962.0,PG-13,8 Seasons,"Documentary, Horror, Family",Sample Title 959 is a thrilling tale about courage.
s0960,Movie,Sample Title 960,Director Z,"Actor E, Actor h, Actor G",,"September 13, 2010",1999.0,TV-MA,,Thriller,Sample Title 960 is a gripping journey about courage.
,Movie,Sample Title 961,Director F,"Actor D, Actor X",Canada,"April 12, 2014",1974.0,,69 min,"Documentary, Crime",Sample Title 961 is a gripping journey about family.
s0962,Movie,Sample Title 962,Director E,"Actor ^, Actor |, Actor y, Actor t",Canada,"September 12, 2012",2001.0,TV-MA,172 min,"Action, Drama",Sample Title 962 is a gripping story about adventure.
s0963,Movie,Sample Title 963,Director S,"Actor R, Actor B, Actor m, Actor e",Japan,"June 03, 2011",2013.0,TV-PG,87 min,Documentary,
s0964,Movie,Sample Title 964,Director O,,India,"April 19, 2016",2010.0,PG,152 min,"Romance, Thriller",Sample Title 964 is a gripping journey about family.
s0965,Movie,Sample Title 965,Director Z,"Actor j, Actor C",Brazil,"October 07, 2019",1991.0,NR,161 min,Animation,Sample Title 965 is a surprising story about love.
s0966,,Sample Title 966,Director O,"Actor c, Actor K, Actor X, Actor k, Actor z",France,"May 11, 2022",1989.0,,101 min,"Crime, Horror, Documentary",Sample Title 966 is a heartfelt exploration about love.
s0967,Movie,Sample Title 967,Director J,"Actor u, Actor l, Actor q",Japan,"March 01, 2022",1972.0,G,115 min,Fantasy,Sample Title 967 is a funny tale about love.
s0968,TV Show,Sample Title 968,Director O,"Actor y, Actor C, Actor V",South Korea,"April 03, 2013",1996.0,G,3 Seasons,"Action, Romance, Documentary",Sample Title 968 is a gripping exploration about friendship.
s0969,TV Show,Sample Title 969,Director Q,"Actor e, Actor A",Australia,"May 07, 2022",2005.0,TV-PG,4 Seasons,"Animation, Horror, Family",Sample Title 969 is a gripping journey about adventure.
s0970,TV Show,Sample Title 970,Director ^,,Brazil,"November 16, 2017",2015.0,R,2 Seasons,Crime,Sample Title 970 is a moving exploration about betrayal.
s0971,TV Show,Sample Title 971,Director G,"Actor z, Actor s",South Korea,"June 02, 2012",1983.0,TV-PG,2 Seasons,"Thriller, Romance, Documentary",Sample Title 971 is a funny tale about mystery.
s0972,TV Show,Sample Title 972,Director G,"Actor B, Actor S",India,"August 24, 2014",1943.0,TV-14,2 Seasons,"Family, Comedy",Sample Title 972 is a thrilling journey about adventure.
s0973,Movie,Sample Title 973,Director J,"Actor Y, Actor X, Actor N, Actor T",Germany,"November 21, 2023",1995.0,NR,141 min,"Fantasy, Drama, Family",Sample Title 973 is a gripping exploration about love.
s0974,Movie,Sample Title 974,Director P,"Actor q, Actor c, Actor r, Actor G, Actor \",Brazil,"November 29, 2023",,NR,63 min,,
,Movie,Sample Title 975,Director H,,France,"June 01, 2015",1997.0,NR,64 min,"Thriller, Sci-Fi",Sample Title 975 is a surprising exploration about betrayal.
s0976,TV Show,Sample Title 976,Director V,"Actor f, Actor x, Actor l",,"May 10, 2021",1976.0,TV-14,3 Seasons,"Thriller, Fantasy",Sample Title 976 is a thrilling story about love.
s0977,Movie,Sample Title 977,Director P,"Actor z, Actor ], Actor S",United Kingdom,"November 23, 2010",1957.0,G,114 min,Crime,Sample Title 977 is a heartfelt story about betrayal.
,Movie,Sample Title 978,Director M,"Actor r, Actor Y, Actor C",Australia,"February 05, 2014",1948.0,G,,"Fantasy, Family, Romance",Sample Title 978 is a moving exploration about family.
s0979,TV Show,Sample Title 979,Director D,"Actor I, Actor p, Actor g",Brazil,"July 13, 2010",,NR,6 Seasons,"Documentary, Drama, Sci-Fi",Sample Title 979 is a moving journey about adventure.
s0980,Movie,Sample Title 980,Director B,"Actor \, Actor d, Actor m, Actor E",India,"December 16, 2011",1953.0,G,120 min,"Sci-Fi, Romance",
s0981,Movie,Sample Title 981,Director V,"Actor ], Actor k, Actor c",France,"July 02, 2022",1953.0,NR,68 min,"Action, Fantasy, Documentary",Sample Title 981 is a gripping story about betrayal.
s0982,,Sample Title 982,Director X,"Actor A, Actor X, Actor D, Actor a, Actor s",United States,"July 12, 2012",1987.0,PG,134 min,"Drama, Thriller, Action",Sample Title 982 is a funny tale about family.
s0983,Movie,Sample Title 983,Director V,"Actor _, Actor N, Actor G, Actor L, Actor Y",,"February 22, 2022",2022.0,TV-14,,"Action, Sci-Fi, Animation",Sample Title 983 is a surprising story about courage.
,Movie,Sample Title 984,,"Actor P, Actor i, Actor q",,"February 11, 2018",1948.0,PG,112 min,Documentary,
s0985,Movie,Sample Title 985,Director X,"Actor Z, Actor ], Actor g, Actor v",,"November 09, 2012",,R,142 min,"Action, Romance, Fantasy",
s0986,TV Show,Sample Title 986,Director A,,United Kingdom,"November 24, 2010",1967.0,,7 Seasons,"Family, Crime",Sample Title 986 is a surprising journey about love.
s0987,TV Show,Sample Title 987,Director ^,"Actor w, Actor _, Actor a, Actor `",Germany,"March 23, 2023",2008.0,TV-PG,8 Seasons,"Comedy, Family",
s0988,TV Show,Sample Title 988,Director \,,France,"May 16, 2015",1992.0,PG-13,6 Seasons,"Romance, Horror",
s0989,Movie,Sample Title 989,Director V,"Actor r, Actor h, Actor y",United Kingdom,"August 13, 2016",1944.0,G,151 min,"Sci-Fi, Horror, Romance",Sample Title 989 is a surprising exploration about mystery.
s0990,Movie,Sample Title 990,Director X,"Actor i, Actor P, Actor N, Actor g",France,"February 08, 2014",2002.0,NR,107 min,Documentary,Sample Title 990 is a thrilling journey about mystery.
s0991,Movie,Sample Title 991,Director I,"Actor Q, Actor H",Germany,"May 09, 2022",1970.0,TV-MA,68 min,,Sample Title 991 is a thrilling exploration about mystery.
s0992,Movie,Sample Title 992,Director S,,Japan,"May 09, 2023",,NR,115 min,"Horror, Comedy",
s0993,Movie,Sample Title 993,Director B,"Actor w, Actor E",Australia,"May 30, 2012",1990.0,PG,,Animation,Sample Title 993 is a moving exploration about betrayal.
s0994,Movie,Sample Title 994,Director B,"Actor H, Actor V",Brazil,"March 20, 2016",1956.0,R,90 min,Romance,Sample Title 994 is a dramatic journey about mystery.
s0995,Movie,Sample Title 995,Director A,,Germany,"July 23, 2014",1989.0,TV-MA,80 min,Fantasy,Sample Title 995 is a moving journey about family.
,Movie,Sample Title 996,Director \,"Actor O, Actor P, Actor ^, Actor h, Actor K",United Kingdom,"December 11, 2014",1955.0,TV-14,60 min,Crime,Sample Title 996 is a funny exploration about mystery.
s0997,TV Show,Sample Title 997,Director O,"Actor O, Actor G, Actor w",India,"March 01, 2019",2011.0,NR,8 Seasons,Animation,Sample Title 997 is a thrilling exploration about friendship.
s0998,Movie,Sample Title 998,,"Actor \, Actor s, Actor y, Actor b, Actor V",France,"June 19, 2010",1983.0,R,,"Fantasy, Romance",Sample Title 998 is a funny tale about adventure.
s0999,Movie,,Director V,"Actor K, Actor s, Actor Z, Actor N, Actor U",France,"February 01, 2019",1955.0,PG-13,151 min,"Romance, Documentary",Sample Title 999 is a dramatic exploration about friendship.
s1000,TV Show,Sample Title 1000,Director U,"Actor ], Actor n",,,1993.0,G,6 Seasons,"Drama, Family",
s1001,Movie,,Director H,"Actor X, Actor {, Actor Q, Actor _",United Kingdom,"October 12, 2013",1948.0,PG-13,168 min,Documentary,Sample Title 1001 is a funny story about family.
s1002,Movie,Sample Title 1002,Director F,"Actor h, Actor m",South Korea,"February 15, 2011",1952.0,TV-14,127 min,"Family, Action",Sample Title 1002 is a funny tale about family.
s1003,Movie,Sample Title 1003,Director F,"Actor [, Actor T, Actor K",South Korea,"July 02, 2011",1949.0,TV-14,139 min,Fantasy,Sample Title 1003 is a moving tale about love.
s1004,Movie,Sample Title 1004,Director ],"Actor P, Actor B, Actor t",,"July 08, 2023",2011.0,,68 min,Thriller,Sample Title 1004 is a surprising tale about mystery.
s1005,,Sample Title 1005,,"Actor o, Actor L, Actor J, Actor c",United Kingdom,"July 06, 2015",2020.0,TV-MA,101 min,Thriller,
s1006,Movie,Sample Title 1006,Director E,,United Kingdom,,1997.0,G,133 min,"Family, Romance",Sample Title 1006 is a thrilling tale about adventure.
s1007,Movie,Sample Title 1007,Director U,"Actor E, Actor Y",,"January 05, 2010",1956.0,NR,127 min,"Crime, Documentary",Sample Title 1007 is a dramatic exploration about mystery.
s1008,Movie,Sample Title 1008,Director Q,"Actor s, Actor g, Actor e, Actor n",Germany,"August 22, 2015",1987.0,R,81 min,"Family, Action, Drama",Sample Title 1008 is a heartfelt story about mystery.
s1009,TV Show,Sample Title 1009,Director D,,Japan,"June 16, 2014",2016.0,TV-MA,,"Crime, Action",
s1010,TV Show,Sample Title 1010,Director E,"Actor z, Actor O",Japan,"September 03, 2015",1982.0,R,8 Seasons,"Family, Horror, Romance",Sample Title 1010 is a thrilling tale about courage.
s1011,,Sample Title 1011,Director E,"Actor S, Actor X",United States,,1979.0,R,7 Seasons,Fantasy,Sample Title 1011 is a funny journey about family.
s1012,Movie,Sample Title 1012,Director ^,,South Korea,"September 21, 2013",1921.0,TV-14,78 min,"Animation, Sci-Fi, Thriller",Sample Title 1012 is a gripping story about mystery.
s1013,Movie,Sample Title 1013,Director A,"Actor Z, Actor V, Actor t, Actor h, Actor ^",France,,1961.0,PG,107 min,Sci-Fi,Sample Title 1013 is a dramatic story about courage.
,TV Show,Sample Title 1014,Director Q,"Actor k, Actor r",South Korea,"September 14, 2022",1984.0,TV-14,3 Seasons,"Horror, Crime",Sample Title 1014 is a moving exploration about adventure.
s1015,TV Show,,Director E,"Actor F, Actor h, Actor Y",Australia,"November 05, 2018",1948.0,TV-MA,,"Drama, Action",
s1016,Movie,Sample Title 1016,Director ],"Actor \, Actor d, Actor e",Australia,"September 22, 2014",1920.0,,80 min,,
s1017,Movie,Sample Title 1017,Director F,"Actor H, Actor F, Actor k, Actor ^, Actor t",France,"November 01, 2023",2013.0,G,168 min,"Thriller, Fantasy",Sample Title 1017 is a dramatic journey about adventure.
s1018,TV Show,Sample Title 1018,Director V,,Canada,"January 28, 2015",2024.0,TV-MA,7 Seasons,"Thriller, Horror",Sample Title 1018 is a dramatic journey about courage.
s1019,TV Show,Sample Title 1019,Director B,,United Kingdom,"June 13, 2022",1948.0,PG-13,4 Seasons,"Action, Comedy",Sample Title 1019 is a moving journey about courage.
,TV Show,Sample Title 1020,Director K,"Actor F, Actor P, Actor K, Actor h",Japan,"June 28, 2011",,G,1 Seasons,"Documentary, Animation",
s1021,TV Show,Sample Title 1021,Director L,"Actor T, Actor P",Japan,"January 12, 2021",1970.0,,7 Seasons,"Romance, Thriller",Sample Title 1021 is a heartfelt tale about love.
s1022,Movie,Sample Title 1022,Director M,"Actor G, Actor F",India,"March 11, 2010",1939.0,R,123 min,Animation,Sample Title 1022 is a moving tale about friendship.
s1023,Movie,Sample Title 1023,Director E,"Actor v, Actor X, Actor l, Actor {",France,"October 30, 2022",1931.0,TV-MA,81 min,"Horror, Comedy",Sample Title 1023 is a gripping story about friendship.
s1024,TV Show,Sample Title 1024,,"Actor z, Actor Z, Actor u",Japan,"May 30, 2012",1954.0,,2 Seasons,"Thriller, Action, Comedy",Sample Title 1024 is a thrilling journey about betrayal.
s1025,TV Show,,Director D,"Actor g, Actor O, Actor m, Actor S, Actor C",Germany,,2005.0,TV-PG,8 Seasons,"Horror, Sci-Fi",
s1026,TV Show,Sample Title 1026,Director Z,"Actor s, Actor w, Actor T",France,"September 21, 2014",,NR,,,Sample Title 1026 is a gripping story about betrayal.
s1027,Movie,Sample Title 1027,Director E,"Actor S, Actor r",France,"March 06, 2017",,PG-13,151 min,"Documentary, Animation",Sample Title 1027 is a gripping journey about adventure.
s1028,Movie,Sample Title 1028,Director B,"Actor K, Actor Z, Actor M, Actor W",India,"February 05, 2011",1924.0,PG,109 min,Family,
s1029,TV Show,Sample Title 1029,Director E,"Actor p, Actor n, Actor \, Actor k",France,"September 16, 2022",2009.0,TV-PG,1 Seasons,Thriller,
s1030,TV Show,Sample Title 1030,,"Actor P, Actor a, Actor g",Japan,,1945.0,TV-PG,7 Seasons,Drama,Sample Title 1030 is a moving journey about adventure.
,Movie,,Director K,"Actor G, Actor _",South Korea,"July 11, 2014",,TV-PG,102 min,"Crime, Sci-Fi, Thriller",Sample Title 1031 is a dramatic exploration about mystery.
s1032,TV Show,Sample Title 1032,Director T,"Actor \, Actor r, Actor o",United States,"March 15, 2020",2012.0,PG,8 Seasons,Thriller,Sample Title 1032 is a funny story about courage.
s1033,Movie,Sample Title 1033,Director C,"Actor v, Actor y, Actor [, Actor |, Actor ^",Brazil,"October 29, 2022",1949.0,G,,"Romance, Family, Thriller",Sample Title 1033 is a funny story about family.
s1034,Movie,Sample Title 1034,Director I,"Actor Q, Actor A, Actor b, Actor O, Actor C",Canada,"January 29, 2020",1950.0,R,60 min,"Drama, Comedy",
,TV Show,Sample Title 1035,Director N,,Australia,"June 19, 2023",2004.0,TV-MA,8 Seasons,"Romance, Sci-Fi, Crime",Sample Title 1035 is a funny story about family.
s1036,Movie,Sample Title 1036,Director R,"Actor L, Actor c, Actor j, Actor M",,"August 20, 2019",1930.0,,142 min,Family,Sample Title 1036 is a gripping story about betrayal.
s1037,TV Show,Sample Title 1037,Director F,"Actor k, Actor Q, Actor [, Actor K",Germany,,2013.0,TV-PG,6 Seasons,Thriller,Sample Title 1037 is a funny story about friendship.
s1038,TV Show,Sample Title 1038,Director \,"Actor P, Actor E",Australia,"January 06, 2014",,NR,6 Seasons,,Sample Title 1038 is a surprising exploration about mystery.
,Movie,Sample Title 1039,Director I,"Actor W, Actor s",India,"December 03, 2017",1942.0,R,163 min,Sci-Fi,Sample Title 1039 is a funny story about mystery.
s1040,TV Show,,Director C,"Actor K, Actor J",France,"August 06, 2013",1986.0,PG-13,8 Seasons,"Horror, Drama, Animation",
s1041,TV Show,Sample Title 1041,Director Q,"Actor N, Actor K, Actor M, Actor h, Actor i",Japan,"February 25, 2023",2015.0,TV-14,4 Seasons,"Family, Sci-Fi, Animation",Sample Title 1041 is a thrilling journey about adventure.
s1042,Movie,Sample Title 1042,Director B,"Actor M, Actor A, Actor e, Actor W, Actor B",France,"August 06, 2017",1973.0,TV-MA,100 min,"Comedy, Action",Sample Title 1042 is a surprising story about mystery.
s1043,Movie,Sample Title 1043,Director S,"Actor _, Actor `, Actor d",South Korea,"August 23, 2017",1935.0,TV-MA,160 min,"Horror, Romance, Thriller",Sample Title 1043 is a dramatic exploration about love.
s1044,Movie,Sample Title 1044,Director J,"Actor m, Actor Q, Actor u",Germany,"June 07, 2013",1955.0,G,168 min,,Sample Title 1044 is a funny story about courage.
s1045,Movie,Sample Title 1045,Director A,"Actor S, Actor U",,"February 02, 2012",1937.0,TV-14,106 min,Comedy,Sample Title 1045 is a funny journey about love.
s1046,TV Show,Sample Title 1046,Director G,"Actor O, Actor D",Australia,"December 26, 2016",2017.0,TV-14,5 Seasons,,Sample Title 1046 is a thrilling story about love.
s1047,TV Show,,Director V,"Actor R, Actor p, Actor D, Actor I",India,"February 12, 2012",1995.0,TV-MA,2 Seasons,"Drama, Family",Sample Title 1047 is a surprising journey about courage.
,Movie,Sample Title 1048,Director S,"Actor F, Actor V, Actor K",,"October 06, 2022",,TV-14,140 min,Family,Sample Title 1048 is a heartfelt tale about betrayal.
s1049,TV Show,Sample Title 1049,Director V,"Actor [, Actor A, Actor l",South Korea,"February 17, 2016",1993.0,PG-13,8 Seasons,"Romance, Drama, Documentary",Sample Title 1049 is a heartfelt exploration about betrayal.
